Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/26/2022 22:38,Very Satisfied,71825526_2022_04_k,,,,,,,,,Very prompt this year!!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828371027_14890
12/26/2022 22:38,Very Satisfied,71822863_2022_04_t,,,,,,,,,Ease of website,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828192824_2576
12/26/2022 22:37,Very Dissatisfied,71834834_2022_03_n,,I have not received a package.,,,Haven't Received Package,,,Get my order on time.,,N/A,Yes,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828331655_12376
12/26/2022 22:37,Very Dissatisfied,71890836_2022_04_t,,"I have not received a package.,My order was delivered late",,,Haven't Received Package,,,My books have yet to arrive. Lost? Were supposed to be Christmas gifts. The book Odder was her #1 gift on wish list and she didn't get it.,,Hit wrong button  Tracking is not updating....presumed LOST,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828511286_23829
12/26/2022 22:37,Very Dissatisfied,71890836_2022_04_t,,"I have not received a package.,My order was delivered late",,,,Delivered Late,,My books have yet to arrive. Lost? Were supposed to be Christmas gifts. The book Odder was her #1 gift on wish list and she didn't get it.,,Hit wrong button  Tracking is not updating....presumed LOST,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828511286_23829
12/26/2022 22:14,Very Satisfied,71828804_2022_03_t,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828314571_11529
12/26/2022 22:09,Very Satisfied,71810254_2022_03_9,,My items are damaged.,,Damaged Items,,,,,Easy ordering and fast shipping/delivery,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205623_3998
12/26/2022 22:08,Very Satisfied,71824762_2022_04_x,,,,,,,,,Quick response and quick delivery! It was amazing,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828495594_22641
12/26/2022 21:56,Very Satisfied,71848956_2022_04_y,,,,,,,,,Ordering was easy and the order came in a timely manner.,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193689_2910
12/26/2022 21:49,Very Satisfied,71858755_2022_04_y,,,,,,,,,Easy and quick,Na,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205581_3971
12/26/2022 21:43,Very Satisfied,71843600_2022_06_3,,,,,,,,,Quick turn around from when I ordered books and then received them.,Very impressed with the improvements that have been made in the past year!!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279350_9041
12/26/2022 21:40,Satisfied,71881191_2022_04_k,,,,,,,,"I appreciated receiving an accurate, complete order this month, for the first time this school year.",,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828292600_10115
12/26/2022 21:32,Very Satisfied,71891852_2022_03_t,,,,,,,,,Easy and efficient,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828192790_2559
12/26/2022 21:24,Very Satisfied,71868044_2022_03_x,,,,,,,,,Everything went just right.,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828399266_16782
12/26/2022 21:12,Satisfied,71828948_2022_03_s,,,,,,,,The books themselves were great but delivery almost ruined the surprise for my students.,,,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828427013_18234
12/26/2022 21:08,Very Satisfied,71810457_2022_04_j,,,,,,,,,Delivery time was very reasonable according to when I ordered,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161612_1006
12/26/2022 21:02,Very Satisfied,71817747_2022_04_y,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828347766_13330
12/26/2022 20:50,Very Satisfied,71837843_2022_03_b,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828398343_16679
12/26/2022 20:50,Somewhat Dissatisfied,71873738_2022_03_j,,,,,,,,My package sat for a week in an UPS facility.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528280_24928
12/26/2022 20:47,Very Satisfied,71821659_2022_04_k,,,,,,,,,Items arrived in a quick time frame!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828450764_19800
12/26/2022 20:45,Very Satisfied,71853032_2022_04_x,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828204432_3451
12/26/2022 20:41,Very Satisfied,71829728_2022_03_n,,,,,,,,,ease of ordering,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828271174_8536
12/26/2022 20:40,Very Satisfied,71826984_2022_04_j,,,,,,,,,Swift and fast delivery.   Easy ordering,None! Things have been great!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828269004_8362
12/26/2022 20:40,Very Dissatisfied,71866227_2022_04_t,,I have not received a package.,,,Haven't Received Package,,,I still do not have my books and there were Christmas gifts for a student and my own kids in it.,,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828334133_12546
12/26/2022 20:30,Very Satisfied,300133357_2022_04_x,,Part of the order had to come late due to the delivery company damaging the box.,,,,Delivered Late,,,"Easy to order, quick delivery",I really like the customer service chat option.,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272522_8793
12/26/2022 20:23,Very Satisfied,71844449_2022_03_n,,,,,,,,,Selection was good delivery was on time,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142629_246
12/26/2022 20:19,Very Satisfied,71810357_2022_03_9,,,,,,,,,Easy to order and order arrived quickly and accurately.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828247502_6661
12/26/2022 20:15,Somewhat Dissatisfied,71836813_2022_04_j,,,,,,,,My package was supposed to arrive on a Monday but did not arrive until Thursday. The box was crushed and in bad shape when I received it. Luckily the books were fine but 4 days late with a crushed box was disappointing,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828520229_24482
12/26/2022 20:12,Very Satisfied,71828613_2022_03_i,,,,,,,,,"Selection of books, timely delivery",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396061_16329
12/26/2022 20:12,Neutral,71819755_2022_04_k,,,,,,,,It would be great to bring back the tear apart order slips. The paper order form that contains individual student orders all together with super small print is  frustrating to use.,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828341899_12885
12/26/2022 20:08,Satisfied,71829217_2022_08_1,,No extra anything for the free book my parent was supposed to get but it was out of stock.,,,,,Other,My parent had chosen a free book and instead of replacing in the order there was nothing sent. Not sure if on your end there was a coupon but I saw nothing for a replacement.,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828259684_7618
12/26/2022 20:07,Very Satisfied,71809211_2022_03_s,,,,,,,,,Promptness. Receiving books before the holidays!!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828190981_2417
12/26/2022 20:01,Satisfied,71827201_2022_04_k,,,,,,,,"More coupons, freebies, points, etc.",,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279465_9099
12/26/2022 20:00,Very Satisfied,71839591_2022_03_x,,,,,,,,,"Ease of ordering, quick delivery",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142930_385
12/26/2022 19:59,Very Satisfied,71837729_2022_04_x,,,,,,,,,Quick and correct shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272296_8690
12/26/2022 19:57,Very Satisfied,71817499_2022_03_9,,,,,,,,,I had choices in selecting books for my class and they were then delivered in a timely manner.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828280064_9151
12/26/2022 19:55,Very Dissatisfied,71860360_2022_04_j,,I have not received a package.,,,Haven't Received Package,,,I never got my package,,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396458_16465
12/26/2022 19:54,Very Satisfied,71816285_2022_01_6,,,,,,,,,I needed the books by the 13th of December and the books arrived a week early.  I was very pleased because they were gifts.,I was satisfied!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828237916_6001
12/26/2022 19:48,Very Satisfied,71794338_2022_04_t,,,,,,,,,"Emails about when the order ships, and how quickly it comes.",I wish I would get a Spanish options order every time.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828143220_687
12/26/2022 19:32,Somewhat Dissatisfied,71829618_2022_03_9,,,,,,Delivered Late,,Delivered the package on time,,,Yes,No,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179179_1893
12/26/2022 19:26,Very Satisfied,71837664_2022_03_j,,,,,,,,,Got in a timely manner,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828303234_10873
12/26/2022 19:26,Very Satisfied,71751307_2022_03_n,,,,,,,,,The books came timely.,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828471464_21047
12/26/2022 19:24,Very Satisfied,71840303_2022_04_y,,,,,,,,,"Very fast, good prices, and books in good condition upon arrival.",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828294672_10292
12/26/2022 19:23,Very Satisfied,71868471_2022_03_i,,,,,,,,,The ease if ordering and the speediness of delivery.,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828257434_7407
12/26/2022 19:23,Satisfied,71835688_2022_04_t,,,,,,,,The delivery was made to parish office rather than the school office.,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193646_2898
12/26/2022 19:18,Very Satisfied,71814207_2022_04_j,,,,,,,,,"Good selection,  quick delivery, and great pricing",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828261145_7864
12/26/2022 19:17,Very Satisfied,71821221_2022_08_1,,,,,,,,,Package arrived before the expected date!,Thanks!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828348851_13551
12/26/2022 19:07,Very Satisfied,71833900_2022_04_y,,,,,,,,,Fast shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828216593_4618
12/26/2022 18:59,Satisfied,71825200_2022_03_n,,,,,,,,Nothing,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828236981_5942
12/26/2022 18:54,Very Satisfied,71864593_2022_01_7,,,,,,,,,Came quickly,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828291969_10095
12/26/2022 18:51,Very Satisfied,71834562_2022_04_y,,,,,,,,,The speed of delivery made me very happy. It was not great last year so I am pleased that the service has returned to its prior greatness!,Woohooo! Glad to see you guys back in action!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828425694_18029
12/26/2022 18:51,Somewhat Dissatisfied,71852134_2022_04_x,,,,,,,,Make shipping faster.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828190975_2413
12/26/2022 18:51,Very Satisfied,71850335_2022_04_k,,,,,,,,,"Ordering online is easy, especially when parents place the orders online themselves.  Delivery is really fast this year.","Keep up the great work.  My families love Scholastic, I enjoy getting items for my students and classroom and the selection is great!",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828143046_517
12/26/2022 18:51,Very Satisfied,71826525_2022_04_x,,,,,,,,,Order came very quickly. Everything was just as ordered.,Haven’t had any issues with an order yet. Thank you!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828509327_23700
12/26/2022 18:40,Somewhat Dissatisfied,71845522_2022_03_x,,,,,,,,Ship sooner,,This was more likely poor service by USPS. These books were presents for my students and they did not arrive on time.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828459428_20203
12/26/2022 18:29,Very Satisfied,71832602_2022_04_k,,,,,,,,,Very efficient process-you are back to a quick delivery time-great for the holidays! Thank you,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828216862_4775
